"","Year","Week","Week.Ending","Geo.Level","State","State.ANSI","Prc.Excellent","Prc.Good","Prc.Fair","Prc.Poor","Prc.VeryPoor"
"ARKANSAS-2019-07-28",2019,30,"2019-07-28","STATE","ARKANSAS",5,23,33,27,11,6
"ARKANSAS-2019-08-04",2019,31,"2019-08-04","STATE","ARKANSAS",5,22,31,31,10,6
"ARKANSAS-2019-08-11",2019,32,"2019-08-11","STATE","ARKANSAS",5,23,37,30,7,3
"ARKANSAS-2019-08-18",2019,33,"2019-08-18","STATE","ARKANSAS",5,21,38,28,8,5
"ARKANSAS-2019-08-25",2019,34,"2019-08-25","STATE","ARKANSAS",5,20,36,31,8,5
"ARKANSAS-2019-09-01",2019,35,"2019-09-01","STATE","ARKANSAS",5,24,32,31,8,5
"ARKANSAS-2019-09-08",2019,36,"2019-09-08","STATE","ARKANSAS",5,25,27,34,9,5
"ARKANSAS-2019-09-15",2019,37,"2019-09-15","STATE","ARKANSAS",5,22,30,38,7,3
"ARKANSAS-2020-05-10",2020,19,"2020-05-10","STATE","ARKANSAS",5,12,61,24,3,0
"ARKANSAS-2020-05-17",2020,20,"2020-05-17","STATE","ARKANSAS",5,13,54,29,4,0
"ARKANSAS-2020-05-24",2020,21,"2020-05-24","STATE","ARKANSAS",5,18,49,27,5,1
"ARKANSAS-2020-05-31",2020,22,"2020-05-31","STATE","ARKANSAS",5,18,49,27,5,1
"ARKANSAS-2020-06-07",2020,23,"2020-06-07","STATE","ARKANSAS",5,18,46,30,5,1
"ARKANSAS-2020-06-14",2020,24,"2020-06-14","STATE","ARKANSAS",5,17,51,25,6,1
"ARKANSAS-2020-06-21",2020,25,"2020-06-21","STATE","ARKANSAS",5,18,50,26,5,1
"ARKANSAS-2020-06-28",2020,26,"2020-06-28","STATE","ARKANSAS",5,18,51,25,5,1
"ARKANSAS-2020-07-05",2020,27,"2020-07-05","STATE","ARKANSAS",5,22,51,23,3,1
"ARKANSAS-2020-07-12",2020,28,"2020-07-12","STATE","ARKANSAS",5,19,52,25,3,1
"ARKANSAS-2020-07-19",2020,29,"2020-07-19","STATE","ARKANSAS",5,21,51,24,3,1
"ARKANSAS-2020-07-26",2020,30,"2020-07-26","STATE","ARKANSAS",5,23,52,21,3,1
"ARKANSAS-2020-08-02",2020,31,"2020-08-02","STATE","ARKANSAS",5,23,51,22,3,1
"ARKANSAS-2020-08-09",2020,32,"2020-08-09","STATE","ARKANSAS",5,21,53,22,3,1
"ARKANSAS-2020-08-16",2020,33,"2020-08-16","STATE","ARKANSAS",5,21,55,20,3,1
"ARKANSAS-2020-08-23",2020,34,"2020-08-23","STATE","ARKANSAS",5,23,51,22,3,1
"ARKANSAS-2020-08-30",2020,35,"2020-08-30","STATE","ARKANSAS",5,21,51,23,4,1
"ARKANSAS-2020-09-06",2020,36,"2020-09-06","STATE","ARKANSAS",5,22,48,24,5,1
"ARKANSAS-2020-09-13",2020,37,"2020-09-13","STATE","ARKANSAS",5,19,48,28,4,1
"ARKANSAS-2020-09-20",2020,38,"2020-09-20","STATE","ARKANSAS",5,20,49,27,3,1
"COLORADO-1986-04-13",1986,15,"1986-04-13","STATE","COLORADO",8,0,100,0,0,0
"COLORADO-1986-04-20",1986,16,"1986-04-20","STATE","COLORADO",8,0,100,0,0,0
"COLORADO-1986-05-18",1986,20,"1986-05-18","STATE","COLORADO",8,9,63,28,0,0
"COLORADO-1986-05-25",1986,21,"1986-05-25","STATE","COLORADO",8,14,53,30,0,3
"COLORADO-1986-06-01",1986,22,"1986-06-01","STATE","COLORADO",8,18,52,30,0,0
"COLORADO-1986-06-08",1986,23,"1986-06-08","STATE","COLORADO",8,10,65,25,0,0
"COLORADO-1986-06-15",1986,24,"1986-06-15","STATE","COLORADO",8,4,69,27,0,0
"COLORADO-1986-06-22",1986,25,"1986-06-22","STATE","COLORADO",8,11,75,13,1,0
"COLORADO-1986-06-29",1986,26,"1986-06-29","STATE","COLORADO",8,16,70,12,2,0
"COLORADO-1986-07-06",1986,27,"1986-07-06","STATE","COLORADO",8,14,70,14,2,0
"COLORADO-1986-07-13",1986,28,"1986-07-13","STATE","COLORADO",8,23,67,10,0,0
"COLORADO-1986-07-20",1986,29,"1986-07-20","STATE","COLORADO",8,22,57,17,2,2
"COLORADO-1986-07-27",1986,30,"1986-07-27","STATE","COLORADO",8,16,62,19,3,0
"COLORADO-1986-08-03",1986,31,"1986-08-03","STATE","COLORADO",8,18,64,14,1,3
"COLORADO-1986-08-10",1986,32,"1986-08-10","STATE","COLORADO",8,10,52,25,7,6
"COLORADO-1986-08-17",1986,33,"1986-08-17","STATE","COLORADO",8,15,56,18,3,8
"COLORADO-1986-08-24",1986,34,"1986-08-24","STATE","COLORADO",8,19,63,14,3,1
"COLORADO-1986-08-31",1986,35,"1986-08-31","STATE","COLORADO",8,14,58,17,7,4
"COLORADO-1986-09-07",1986,36,"1986-09-07","STATE","COLORADO",8,16,60,15,8,1
"COLORADO-1986-09-14",1986,37,"1986-09-14","STATE","COLORADO",8,15,56,18,9,2
"COLORADO-1986-09-21",1986,38,"1986-09-21","STATE","COLORADO",8,12,55,21,8,4
"COLORADO-1987-05-31",1987,22,"1987-05-31","STATE","COLORADO",8,17,63,17,3,0
"COLORADO-1987-06-07",1987,23,"1987-06-07","STATE","COLORADO",8,20,43,34,3,0
"COLORADO-1987-06-14",1987,24,"1987-06-14","STATE","COLORADO",8,26,56,18,0,0
"COLORADO-1987-06-21",1987,25,"1987-06-21","STATE","COLORADO",8,20,70,8,2,0
"COLORADO-1987-06-28",1987,26,"1987-06-28","STATE","COLORADO",8,28,51,15,6,0
"COLORADO-1987-07-05",1987,27,"1987-07-05","STATE","COLORADO",8,16,71,11,2,0
"COLORADO-1987-07-12",1987,28,"1987-07-12","STATE","COLORADO",8,19,69,11,1,0
"COLORADO-1987-07-19",1987,29,"1987-07-19","STATE","COLORADO",8,9,84,6,1,0
"COLORADO-1987-07-26",1987,30,"1987-07-26","STATE","COLORADO",8,23,49,27,1,0
"COLORADO-1987-08-02",1987,31,"1987-08-02","STATE","COLORADO",8,16,68,15,1,0
"COLORADO-1987-08-09",1987,32,"1987-08-09","STATE","COLORADO",8,16,56,27,1,0
"COLORADO-1987-08-16",1987,33,"1987-08-16","STATE","COLORADO",8,16,67,17,0,0
"COLORADO-1987-08-23",1987,34,"1987-08-23","STATE","COLORADO",8,15,65,19,1,0
"COLORADO-1987-08-30",1987,35,"1987-08-30","STATE","COLORADO",8,16,67,16,1,0
"COLORADO-1987-09-06",1987,36,"1987-09-06","STATE","COLORADO",8,23,60,16,1,0
"COLORADO-1987-09-13",1987,37,"1987-09-13","STATE","COLORADO",8,19,62,18,1,0
"COLORADO-1987-09-20",1987,38,"1987-09-20","STATE","COLORADO",8,17,65,17,1,0
"COLORADO-1987-09-27",1987,39,"1987-09-27","STATE","COLORADO",8,15,72,12,1,0
"COLORADO-1987-10-04",1987,40,"1987-10-04","STATE","COLORADO",8,6,74,18,2,0
"COLORADO-1987-10-11",1987,41,"1987-10-11","STATE","COLORADO",8,16,69,14,1,0
"COLORADO-1988-05-29",1988,21,"1988-05-29","STATE","COLORADO",8,23,51,26,0,0
"COLORADO-1988-06-05",1988,22,"1988-06-05","STATE","COLORADO",8,11,70,18,1,0
"COLORADO-1988-06-12",1988,23,"1988-06-12","STATE","COLORADO",8,17,67,15,1,0
"COLORADO-1988-06-19",1988,24,"1988-06-19","STATE","COLORADO",8,15,69,13,3,0
"COLORADO-1988-06-26",1988,25,"1988-06-26","STATE","COLORADO",8,7,77,16,0,0
"COLORADO-1988-07-03",1988,26,"1988-07-03","STATE","COLORADO",8,15,71,13,1,0
"COLORADO-1988-07-10",1988,27,"1988-07-10","STATE","COLORADO",8,26,58,14,2,0
"COLORADO-1988-07-17",1988,28,"1988-07-17","STATE","COLORADO",8,19,64,14,2,1
"COLORADO-1988-07-24",1988,29,"1988-07-24","STATE","COLORADO",8,30,54,12,3,1
"COLORADO-1988-07-31",1988,30,"1988-07-31","STATE","COLORADO",8,29,52,17,2,0
"COLORADO-1988-08-07",1988,31,"1988-08-07","STATE","COLORADO",8,24,63,12,1,0
"COLORADO-1988-08-14",1988,32,"1988-08-14","STATE","COLORADO",8,28,60,10,2,0
"COLORADO-1988-08-21",1988,33,"1988-08-21","STATE","COLORADO",8,32,56,11,1,0
"COLORADO-1988-08-28",1988,34,"1988-08-28","STATE","COLORADO",8,26,58,14,2,0
"COLORADO-1988-09-04",1988,35,"1988-09-04","STATE","COLORADO",8,19,64,14,2,1
"COLORADO-1988-09-11",1988,36,"1988-09-11","STATE","COLORADO",8,24,61,13,1,1
"COLORADO-1989-06-04",1989,22,"1989-06-04","STATE","COLORADO",8,7,66,22,4,1
"COLORADO-1989-06-11",1989,23,"1989-06-11","STATE","COLORADO",8,9,69,19,3,0
"COLORADO-1989-06-18",1989,24,"1989-06-18","STATE","COLORADO",8,10,67,21,2,0
"COLORADO-1989-06-25",1989,25,"1989-06-25","STATE","COLORADO",8,10,60,27,3,0
"COLORADO-1989-07-02",1989,26,"1989-07-02","STATE","COLORADO",8,14,55,28,2,1
"COLORADO-1989-07-09",1989,27,"1989-07-09","STATE","COLORADO",8,15,55,25,4,1
"COLORADO-1989-07-16",1989,28,"1989-07-16","STATE","COLORADO",8,9,70,17,3,1
"COLORADO-1989-07-23",1989,29,"1989-07-23","STATE","COLORADO",8,10,64,23,3,0
"COLORADO-1989-07-30",1989,30,"1989-07-30","STATE","COLORADO",8,11,63,21,5,0
"COLORADO-1989-08-06",1989,31,"1989-08-06","STATE","COLORADO",8,13,61,24,2,0
"COLORADO-1989-08-13",1989,32,"1989-08-13","STATE","COLORADO",8,13,63,23,1,0
"COLORADO-1989-08-20",1989,33,"1989-08-20","STATE","COLORADO",8,16,63,20,1,0
"COLORADO-1989-08-27",1989,34,"1989-08-27","STATE","COLORADO",8,14,67,14,4,1
"COLORADO-1989-09-03",1989,35,"1989-09-03","STATE","COLORADO",8,7,65,23,5,0
"COLORADO-1989-09-10",1989,36,"1989-09-10","STATE","COLORADO",8,13,71,14,2,0
"COLORADO-1989-09-17",1989,37,"1989-09-17","STATE","COLORADO",8,12,74,12,2,0
"COLORADO-1989-09-24",1989,38,"1989-09-24","STATE","COLORADO",8,12,72,13,3,0
"COLORADO-1989-10-01",1989,39,"1989-10-01","STATE","COLORADO",8,12,65,17,5,1
"COLORADO-1990-06-03",1990,22,"1990-06-03","STATE","COLORADO",8,15,66,15,3,1
"COLORADO-1990-06-10",1990,23,"1990-06-10","STATE","COLORADO",8,17,57,24,2,0
"COLORADO-1990-06-17",1990,24,"1990-06-17","STATE","COLORADO",8,15,64,18,3,0
"COLORADO-1990-06-24",1990,25,"1990-06-24","STATE","COLORADO",8,7,63,28,2,0
"COLORADO-1990-07-01",1990,26,"1990-07-01","STATE","COLORADO",8,6,64,25,5,0
"COLORADO-1990-07-08",1990,27,"1990-07-08","STATE","COLORADO",8,10,57,31,2,0
"COLORADO-1990-07-15",1990,28,"1990-07-15","STATE","COLORADO",8,13,68,14,4,1
"COLORADO-1990-07-22",1990,29,"1990-07-22","STATE","COLORADO",8,11,62,23,3,1
"COLORADO-1990-07-29",1990,30,"1990-07-29","STATE","COLORADO",8,8,64,24,3,1
"COLORADO-1990-08-05",1990,31,"1990-08-05","STATE","COLORADO",8,19,61,15,4,1
"COLORADO-1990-08-12",1990,32,"1990-08-12","STATE","COLORADO",8,14,67,16,3,0
"COLORADO-1990-08-19",1990,33,"1990-08-19","STATE","COLORADO",8,24,54,17,4,1
"COLORADO-1990-08-26",1990,34,"1990-08-26","STATE","COLORADO",8,24,59,13,3,1
"COLORADO-1990-09-02",1990,35,"1990-09-02","STATE","COLORADO",8,19,64,14,3,0
"COLORADO-1990-09-09",1990,36,"1990-09-09","STATE","COLORADO",8,20,63,14,3,0
"COLORADO-1990-09-16",1990,37,"1990-09-16","STATE","COLORADO",8,20,61,16,3,0
"COLORADO-1990-09-23",1990,38,"1990-09-23","STATE","COLORADO",8,24,62,12,2,0
"COLORADO-1990-09-30",1990,39,"1990-09-30","STATE","COLORADO",8,18,63,15,3,1
"COLORADO-1990-10-07",1990,40,"1990-10-07","STATE","COLORADO",8,19,63,15,3,0
"COLORADO-1990-10-14",1990,41,"1990-10-14","STATE","COLORADO",8,26,53,15,5,1
"COLORADO-1991-06-02",1991,22,"1991-06-02","STATE","COLORADO",8,13,63,20,4,0
"COLORADO-1991-06-09",1991,23,"1991-06-09","STATE","COLORADO",8,16,66,14,4,0
"COLORADO-1991-06-16",1991,24,"1991-06-16","STATE","COLORADO",8,14,65,19,2,0
"COLORADO-1991-06-23",1991,25,"1991-06-23","STATE","COLORADO",8,19,63,16,2,0
"COLORADO-1991-06-30",1991,26,"1991-06-30","STATE","COLORADO",8,30,47,16,7,0
"COLORADO-1991-07-07",1991,27,"1991-07-07","STATE","COLORADO",8,14,57,26,3,0
"COLORADO-1991-07-14",1991,28,"1991-07-14","STATE","COLORADO",8,20,54,22,4,0
"COLORADO-1991-07-21",1991,29,"1991-07-21","STATE","COLORADO",8,28,52,15,4,1
"COLORADO-1991-07-28",1991,30,"1991-07-28","STATE","COLORADO",8,28,53,16,3,0
"COLORADO-1991-08-04",1991,31,"1991-08-04","STATE","COLORADO",8,22,55,22,1,0
"COLORADO-1991-08-11",1991,32,"1991-08-11","STATE","COLORADO",8,27,53,18,2,0
"COLORADO-1991-08-18",1991,33,"1991-08-18","STATE","COLORADO",8,30,52,16,2,0
"COLORADO-1991-08-25",1991,34,"1991-08-25","STATE","COLORADO",8,27,53,17,3,0
"COLORADO-1991-09-01",1991,35,"1991-09-01","STATE","COLORADO",8,29,56,12,3,0
"COLORADO-1991-09-08",1991,36,"1991-09-08","STATE","COLORADO",8,23,53,20,3,1
"COLORADO-1991-09-15",1991,37,"1991-09-15","STATE","COLORADO",8,27,56,15,2,0
"COLORADO-1991-09-22",1991,38,"1991-09-22","STATE","COLORADO",8,8,74,16,2,0
"COLORADO-1991-09-29",1991,39,"1991-09-29","STATE","COLORADO",8,11,73,14,2,0
"COLORADO-1991-10-06",1991,40,"1991-10-06","STATE","COLORADO",8,14,68,16,2,0
"COLORADO-1992-05-24",1992,21,"1992-05-24","STATE","COLORADO",8,9,66,21,3,1
"COLORADO-1992-05-31",1992,22,"1992-05-31","STATE","COLORADO",8,8,60,26,5,1
"COLORADO-1992-06-07",1992,23,"1992-06-07","STATE","COLORADO",8,8,49,30,10,3
"COLORADO-1992-06-14",1992,24,"1992-06-14","STATE","COLORADO",8,10,50,29,11,0
"COLORADO-1992-06-21",1992,25,"1992-06-21","STATE","COLORADO",8,8,53,29,9,1
"COLORADO-1992-06-28",1992,26,"1992-06-28","STATE","COLORADO",8,12,54,28,4,2
"COLORADO-1992-07-05",1992,27,"1992-07-05","STATE","COLORADO",8,13,57,22,7,1
"COLORADO-1992-07-12",1992,28,"1992-07-12","STATE","COLORADO",8,11,58,25,5,1
"COLORADO-1992-07-19",1992,29,"1992-07-19","STATE","COLORADO",8,12,53,27,7,1
"COLORADO-1992-07-26",1992,30,"1992-07-26","STATE","COLORADO",8,18,55,22,5,0
"COLORADO-1992-08-02",1992,31,"1992-08-02","STATE","COLORADO",8,16,52,25,6,1
"COLORADO-1992-08-09",1992,32,"1992-08-09","STATE","COLORADO",8,11,57,22,8,2
"COLORADO-1992-08-16",1992,33,"1992-08-16","STATE","COLORADO",8,15,55,24,5,1
"COLORADO-1992-08-23",1992,34,"1992-08-23","STATE","COLORADO",8,18,52,23,6,1
"COLORADO-1992-08-30",1992,35,"1992-08-30","STATE","COLORADO",8,20,59,16,4,1
"COLORADO-1992-09-06",1992,36,"1992-09-06","STATE","COLORADO",8,22,59,16,2,1
"COLORADO-1992-09-13",1992,37,"1992-09-13","STATE","COLORADO",8,13,62,20,4,1
"COLORADO-1992-09-20",1992,38,"1992-09-20","STATE","COLORADO",8,17,58,17,6,2
"COLORADO-1992-09-27",1992,39,"1992-09-27","STATE","COLORADO",8,13,65,16,5,1
"COLORADO-1992-10-04",1992,40,"1992-10-04","STATE","COLORADO",8,14,60,20,5,1
"COLORADO-1992-10-11",1992,41,"1992-10-11","STATE","COLORADO",8,10,65,19,5,1
"COLORADO-1992-10-18",1992,42,"1992-10-18","STATE","COLORADO",8,11,67,16,5,1
"COLORADO-1992-10-25",1992,43,"1992-10-25","STATE","COLORADO",8,12,71,14,3,0
"COLORADO-1992-11-01",1992,44,"1992-11-01","STATE","COLORADO",8,11,62,21,6,0
"COLORADO-1993-06-06",1993,22,"1993-06-06","STATE","COLORADO",8,17,68,12,3,0
"COLORADO-1993-06-13",1993,23,"1993-06-13","STATE","COLORADO",8,13,72,13,2,0
"COLORADO-1993-06-20",1993,24,"1993-06-20","STATE","COLORADO",8,16,73,9,2,0
"COLORADO-1993-06-27",1993,25,"1993-06-27","STATE","COLORADO",8,24,64,11,1,0
"COLORADO-1993-07-04",1993,26,"1993-07-04","STATE","COLORADO",8,21,67,10,2,0
"COLORADO-1993-07-11",1993,27,"1993-07-11","STATE","COLORADO",8,20,64,13,2,1
"COLORADO-1993-07-18",1993,28,"1993-07-18","STATE","COLORADO",8,27,57,13,3,0
"COLORADO-1993-07-25",1993,29,"1993-07-25","STATE","COLORADO",8,32,55,11,2,0
"COLORADO-1993-08-01",1993,30,"1993-08-01","STATE","COLORADO",8,24,58,12,5,1
"COLORADO-1993-08-08",1993,31,"1993-08-08","STATE","COLORADO",8,24,60,12,3,1
"COLORADO-1993-08-15",1993,32,"1993-08-15","STATE","COLORADO",8,21,57,13,4,5
"COLORADO-1993-08-22",1993,33,"1993-08-22","STATE","COLORADO",8,20,60,11,8,1
"COLORADO-1993-08-29",1993,34,"1993-08-29","STATE","COLORADO",8,21,58,14,5,2
"COLORADO-1993-09-05",1993,35,"1993-09-05","STATE","COLORADO",8,13,63,14,8,2
"COLORADO-1993-09-12",1993,36,"1993-09-12","STATE","COLORADO",8,14,55,21,7,3
"COLORADO-1993-09-19",1993,37,"1993-09-19","STATE","COLORADO",8,13,53,24,7,3
"COLORADO-1993-09-26",1993,38,"1993-09-26","STATE","COLORADO",8,11,52,26,8,3
"COLORADO-1993-10-03",1993,39,"1993-10-03","STATE","COLORADO",8,11,50,25,11,3
"COLORADO-1993-10-10",1993,40,"1993-10-10","STATE","COLORADO",8,13,44,30,10,3
"COLORADO-1993-10-17",1993,41,"1993-10-17","STATE","COLORADO",8,11,59,21,6,3
"COLORADO-1993-10-24",1993,42,"1993-10-24","STATE","COLORADO",8,12,48,24,11,5
"COLORADO-1994-05-29",1994,21,"1994-05-29","STATE","COLORADO",8,21,57,21,1,0
"COLORADO-1994-06-05",1994,22,"1994-06-05","STATE","COLORADO",8,14,65,19,2,0
"COLORADO-1994-06-12",1994,23,"1994-06-12","STATE","COLORADO",8,15,62,21,2,0
"COLORADO-1994-06-19",1994,24,"1994-06-19","STATE","COLORADO",8,18,62,18,2,0
"COLORADO-1994-06-26",1994,25,"1994-06-26","STATE","COLORADO",8,10,64,24,1,1
"COLORADO-1994-07-03",1994,26,"1994-07-03","STATE","COLORADO",8,16,58,20,5,1
"COLORADO-1994-07-10",1994,27,"1994-07-10","STATE","COLORADO",8,23,59,14,3,1
"COLORADO-1994-07-17",1994,28,"1994-07-17","STATE","COLORADO",8,24,54,20,2,0
"COLORADO-1994-07-24",1994,29,"1994-07-24","STATE","COLORADO",8,19,49,27,4,1
"COLORADO-1994-07-31",1994,30,"1994-07-31","STATE","COLORADO",8,17,55,22,5,1
"COLORADO-1994-08-07",1994,31,"1994-08-07","STATE","COLORADO",8,19,61,17,3,0
"COLORADO-1994-08-14",1994,32,"1994-08-14","STATE","COLORADO",8,23,53,19,4,1
"COLORADO-1994-08-21",1994,33,"1994-08-21","STATE","COLORADO",8,16,61,20,2,1
"COLORADO-1994-08-28",1994,34,"1994-08-28","STATE","COLORADO",8,19,55,20,5,1
"COLORADO-1994-09-04",1994,35,"1994-09-04","STATE","COLORADO",8,22,57,16,5,0
"COLORADO-1994-09-11",1994,36,"1994-09-11","STATE","COLORADO",8,13,60,20,6,1
"COLORADO-1994-09-18",1994,37,"1994-09-18","STATE","COLORADO",8,24,43,27,4,2
"COLORADO-1994-09-25",1994,38,"1994-09-25","STATE","COLORADO",8,23,51,21,4,1
"COLORADO-1994-10-02",1994,39,"1994-10-02","STATE","COLORADO",8,17,61,16,5,1
"COLORADO-1995-06-18",1995,24,"1995-06-18","STATE","COLORADO",8,13,61,21,4,1
"COLORADO-1995-06-25",1995,25,"1995-06-25","STATE","COLORADO",8,13,57,24,5,1
"COLORADO-1995-07-02",1995,26,"1995-07-02","STATE","COLORADO",8,15,65,17,3,0
"COLORADO-1995-07-09",1995,27,"1995-07-09","STATE","COLORADO",8,18,56,17,9,0
"COLORADO-1995-07-16",1995,28,"1995-07-16","STATE","COLORADO",8,18,60,18,4,0
"COLORADO-1995-07-23",1995,29,"1995-07-23","STATE","COLORADO",8,17,53,23,6,1
"COLORADO-1995-07-30",1995,30,"1995-07-30","STATE","COLORADO",8,15,52,30,2,1
"COLORADO-1995-08-06",1995,31,"1995-08-06","STATE","COLORADO",8,11,61,22,5,1
"COLORADO-1995-08-13",1995,32,"1995-08-13","STATE","COLORADO",8,9,61,26,3,1
"COLORADO-1995-08-20",1995,33,"1995-08-20","STATE","COLORADO",8,19,54,23,3,1
"COLORADO-1995-08-27",1995,34,"1995-08-27","STATE","COLORADO",8,10,57,29,3,1
"COLORADO-1995-09-03",1995,35,"1995-09-03","STATE","COLORADO",8,10,50,30,10,0
"COLORADO-1995-09-10",1995,36,"1995-09-10","STATE","COLORADO",8,13,58,25,3,1
"COLORADO-1995-09-17",1995,37,"1995-09-17","STATE","COLORADO",8,9,60,24,6,1
"COLORADO-1995-09-24",1995,38,"1995-09-24","STATE","COLORADO",8,7,37,38,10,8
"COLORADO-1995-10-01",1995,39,"1995-10-01","STATE","COLORADO",8,3,42,35,13,7
"COLORADO-1995-10-08",1995,40,"1995-10-08","STATE","COLORADO",8,4,33,47,11,5
"COLORADO-1996-06-02",1996,22,"1996-06-02","STATE","COLORADO",8,13,61,22,2,2
"COLORADO-1996-06-09",1996,23,"1996-06-09","STATE","COLORADO",8,8,70,17,3,2
"COLORADO-1996-06-16",1996,24,"1996-06-16","STATE","COLORADO",8,14,71,11,3,1
"COLORADO-1996-06-23",1996,25,"1996-06-23","STATE","COLORADO",8,13,73,11,3,0
"COLORADO-1996-06-30",1996,26,"1996-06-30","STATE","COLORADO",8,11,79,9,1,0
"COLORADO-1996-07-07",1996,27,"1996-07-07","STATE","COLORADO",8,18,67,12,3,0
"COLORADO-1996-07-14",1996,28,"1996-07-14","STATE","COLORADO",8,18,62,19,1,0
"COLORADO-1996-07-21",1996,29,"1996-07-21","STATE","COLORADO",8,16,68,13,2,1
"COLORADO-1996-07-28",1996,30,"1996-07-28","STATE","COLORADO",8,20,70,8,1,1
"COLORADO-1996-08-04",1996,31,"1996-08-04","STATE","COLORADO",8,19,55,20,3,3
"COLORADO-1996-08-11",1996,32,"1996-08-11","STATE","COLORADO",8,22,61,10,4,3
"COLORADO-1996-08-18",1996,33,"1996-08-18","STATE","COLORADO",8,15,58,13,11,3
"COLORADO-1996-08-25",1996,34,"1996-08-25","STATE","COLORADO",8,18,61,10,8,3
"COLORADO-1996-09-01",1996,35,"1996-09-01","STATE","COLORADO",8,22,62,7,6,3
"COLORADO-1996-09-08",1996,36,"1996-09-08","STATE","COLORADO",8,15,56,16,8,5
"COLORADO-1996-09-15",1996,37,"1996-09-15","STATE","COLORADO",8,25,57,10,5,3
"COLORADO-1996-09-22",1996,38,"1996-09-22","STATE","COLORADO",8,20,65,9,4,2
"COLORADO-1996-09-29",1996,39,"1996-09-29","STATE","COLORADO",8,24,66,7,2,1
"COLORADO-1996-10-06",1996,40,"1996-10-06","STATE","COLORADO",8,21,66,9,3,1
"COLORADO-1996-10-13",1996,41,"1996-10-13","STATE","COLORADO",8,19,62,15,3,1
"COLORADO-1997-06-01",1997,22,"1997-06-01","STATE","COLORADO",8,11,67,19,3,0
"COLORADO-1997-06-08",1997,23,"1997-06-08","STATE","COLORADO",8,13,71,15,1,0
"COLORADO-1997-06-15",1997,24,"1997-06-15","STATE","COLORADO",8,14,68,17,1,0
"COLORADO-1997-06-22",1997,25,"1997-06-22","STATE","COLORADO",8,16,68,15,1,0
"COLORADO-1997-06-29",1997,26,"1997-06-29","STATE","COLORADO",8,11,69,14,5,1
"COLORADO-1997-07-06",1997,27,"1997-07-06","STATE","COLORADO",8,16,53,20,7,4
"COLORADO-1997-07-13",1997,28,"1997-07-13","STATE","COLORADO",8,18,53,21,6,2
"COLORADO-1997-07-20",1997,29,"1997-07-20","STATE","COLORADO",8,13,56,26,4,1
"COLORADO-1997-07-27",1997,30,"1997-07-27","STATE","COLORADO",8,19,55,19,5,2
"COLORADO-1997-08-03",1997,31,"1997-08-03","STATE","COLORADO",8,19,52,19,7,3
"COLORADO-1997-08-10",1997,32,"1997-08-10","STATE","COLORADO",8,24,51,18,5,2
"COLORADO-1997-08-17",1997,33,"1997-08-17","STATE","COLORADO",8,26,44,21,5,4
"COLORADO-1997-08-24",1997,34,"1997-08-24","STATE","COLORADO",8,21,53,15,7,4
"COLORADO-1997-08-31",1997,35,"1997-08-31","STATE","COLORADO",8,13,50,26,7,4
"COLORADO-1997-09-07",1997,36,"1997-09-07","STATE","COLORADO",8,17,66,14,2,1
"COLORADO-1997-09-14",1997,37,"1997-09-14","STATE","COLORADO",8,19,51,22,6,2
"COLORADO-1997-09-21",1997,38,"1997-09-21","STATE","COLORADO",8,21,48,23,6,2
"COLORADO-1997-09-28",1997,39,"1997-09-28","STATE","COLORADO",8,12,68,16,3,1
"COLORADO-1997-10-05",1997,40,"1997-10-05","STATE","COLORADO",8,14,55,21,5,5
"COLORADO-1998-05-31",1998,22,"1998-05-31","STATE","COLORADO",8,6,52,40,1,1
"COLORADO-1998-06-07",1998,23,"1998-06-07","STATE","COLORADO",8,12,62,25,1,0
"COLORADO-1998-06-14",1998,24,"1998-06-14","STATE","COLORADO",8,16,63,14,5,2
"COLORADO-1998-06-21",1998,25,"1998-06-21","STATE","COLORADO",8,12,60,25,2,1
"COLORADO-1998-06-28",1998,26,"1998-06-28","STATE","COLORADO",8,16,58,24,2,0
"COLORADO-1998-07-05",1998,27,"1998-07-05","STATE","COLORADO",8,13,58,26,3,0
"COLORADO-1998-07-12",1998,28,"1998-07-12","STATE","COLORADO",8,25,56,16,3,0
"COLORADO-1998-07-19",1998,29,"1998-07-19","STATE","COLORADO",8,18,54,22,6,0
"COLORADO-1998-07-26",1998,30,"1998-07-26","STATE","COLORADO",8,20,47,25,7,1
"COLORADO-1998-08-02",1998,31,"1998-08-02","STATE","COLORADO",8,27,50,19,3,1
"COLORADO-1998-08-09",1998,32,"1998-08-09","STATE","COLORADO",8,35,49,11,3,2
"COLORADO-1998-08-16",1998,33,"1998-08-16","STATE","COLORADO",8,33,53,12,1,1
"COLORADO-1998-08-23",1998,34,"1998-08-23","STATE","COLORADO",8,39,48,8,4,1
"COLORADO-1998-08-30",1998,35,"1998-08-30","STATE","COLORADO",8,30,59,6,4,1
"COLORADO-1998-09-06",1998,36,"1998-09-06","STATE","COLORADO",8,46,43,7,3,1
"COLORADO-1998-09-13",1998,37,"1998-09-13","STATE","COLORADO",8,39,45,13,2,1
"COLORADO-1998-09-20",1998,38,"1998-09-20","STATE","COLORADO",8,41,41,14,3,1
"COLORADO-1998-09-27",1998,39,"1998-09-27","STATE","COLORADO",8,37,48,12,2,1
"COLORADO-1999-05-30",1999,21,"1999-05-30","STATE","COLORADO",8,51,38,10,1,0
